GRUPO,SUB GRUPO,CÓDIGO,NOME,MEDIDA,PREÇO ,RENDIMENTO
VINHOS,VINHO BRANCO,1151503200,Pazo De  Senorans,UNID,"R$306,93",1
VINHOS,VINHO BRANCO,1151507800,Il Pumo Chardonnay,UNID,"R$76,85",1
VINHOS,VINHO BRANCO,1151501600,Domaine Dhenri Chablis Les Allees Du Vignoble - Un,UNID,"R$275,00",1
VINHOS,VINHO BRANCO,1151500300,Billaud Simon Chablis - Un,UNID,"R$570,39",1
VINHOS,VINHO BRANCO,1151508000,Vin Santo 2016,UNID,"R$334,00",1
VINHOS,VINHO BRANCO,1151507900,Meia Chateau Rieussec - Un,UNID,"R$785,68",1
VINHOS,VINHO PORTO,1152000100,Graham'S 10 Years Old Tawny,LITRO,"R$444,17",1
VINHOS,VINHO ROSE,1152500000,Chateau La Coste Lisa Rose,UNID,"R$118,15",1
VINHOS,VINHO ROSE,1152501800,Vallontano Espumante Rose Brut,UNID,"R$94,43",1
VINHOS,VINHO TINTO,1151002500,Cardamore Montepulciano D'Abruzzo,UNID,"R$64,49",1
VINHOS,VINHO TINTO,1151002600,Cardamore Primitivo Puglia Igt,UNID,"R$63,62",1
VINHOS,VINHO TINTO,1151011000,Sasso Di Arciano  Reserva Docg Chianti,UNID,"R$85,31",1
VINHOS,VINHO TINTO,1151004700,Delle Rocche Montepulciano,UNID,"R$42,21",1
VINHOS,VINHO TINTO,1151011700,Romulo Toscana,UNID,"R$53,91",1
VINHOS,VINHO TINTO,1151002400,Cardamore Appassimento,UNID,"R$85,31",1
VINHOS,VINHO TINTO,1151006900,Los Vascos Cabernet Sauvignon Reserva,UNID,"R$104,93",1
VINHOS,VINHO TINTO,1151003300,Catena Malbec,UNID,"R$155,88",1
VINHOS,VINHO TINTO,1151003500,Chateau Marjosse Bordeaux Rouge 2020 (Tto) (Chateau Marjosse),UNID,"R$201,55",1
VINHOS,VINHO TINTO,1151007300,Meandro Do Vale Meão 750Ml,UNID,"R$263,02",1
VINHOS,VINHO TINTO,1151009300,Promis Igp Toscana 750Ml,UNID,"R$654,26",1
VINHOS,VINHO TINTO,1151004800,Doce Leonis Sweet Szamorodni Tokaj,UNID,"R$120,25",1
VINHOS,VINHO TINTO,1151012000,Valpolicella Ripasso Classico Superiore,UNID,"R$197,16",1
VINHOS,VINHO TINTO,1151003000,Castello Di Ama Chianti Classico Docg,UNID,"R$482,56",1
VINHOS,VINHO TINTO,1151008500,Ornellaia S.R.L. Le Volte Dell,UNID,"R$179,55",1
VINHOS,VINHO TINTO,1151008600,Ornellaia S.R.L. Toscana - Un,UNID,"R$1.889,39",1
VINHOS,VINHO TINTO,1151005000,El Vinculo Crianza,UNID,"R$236,67",1
VINHOS,VINHO TINTO,1151008700,Pesquera Crianza 750Ml,UNID,"R$394,75",1
VINHOS,VINHO TINTO,1151000500,Amancaya Malb. Cabernet Sauvig,UNID,"R$205,94",1
VINHOS,VINHO TINTO,1151015000,Gaja Barolo,UNID,"R$1.312,90",1
VINHOS,VINHO TINTO,1151010800,Sangiovese Di Toscana - Bonacchi,UNID,"R$91,77",1
VINHOS,VINHO TINTO,1151001500,Bayanegra Tempranillo,UNID,"R$78,60",1
VINHOS,VINHO TINTO,1151009600,Regaleali Nero D Avola,UNID,"R$151,49",1
VINHOS,VINHO TINTO,1151001000,Barbera D'Asti L'Avvocata,UNID,"R$249,85",1
VINHOS,VINHO TINTO,1151004400,Miraval Cotes Provence,UNID,"R$372,79",1
VINHOS,VINHO TINTO,1151017500,Rosso Piceno Doc,UNID,"R$118,11",1
VINHOS,VINHO TINTO,1151017400,Guaspari Syrah Vista Da Serra,UNID,"R$169,00",1
VINHOS,VINHO TINTO,1151012200,Vinho Fino Tinto Seco Pienezza,UNID,"R$300,00",1
VINHOS,VINHO TINTO,1151010700,Primitivo Manduria  Talo,UNID,"R$164,66",1
VINHOS,VINHO TINTO,1151011900,V T Louis Jadot Bourgogne Pinot Noir 750 Ml,UNID,"R$280,16",1
VINHOS,VINHO TINTO,115103BD00,Mora Amarone 750Ml - Un,UNID,"R$325,80",1
VINHOS,VINHO TINTO,115103BF00,Menin Tinto 2021 - Un,UNID,"R$160,00",1
VINHOS,VINHO TINTO,115103BE00,Pozzetto Valpolicella Classico 750Ml - Un,UNID,"R$170,00",1
VINHOS,VINHO TINTO,1151000600,Amarone Della Valpolicella Classico Consignado -Un,UNID,R$-,1
VINHOS,VINHO TINTO,1151016900,Echezeaux Consignado,UNID,R$-,1
VINHOS,VINHO TINTO,1151015601,Valbuena 5 Ano Consignado - Un,UNID,R$-,1
VINHOS,VINHO TINTO,1151014201,Alion Consignado - Un,UNID,R$-,1
VINHOS,VINHO TINTO,1151015401,Chateau Smith-Haut Lafitte Consignado - Un,UNID,R$-,1
VINHOS,VINHO TINTO,1151015501,Chateau Cos D'Estournel Consignado - Un,UNID,R$-,1
VINHOS,VINHO TINTO,1151015700,Brunello Di Montalcino Biondi Santi Consignado- Un,UNID,R$-,1
VINHOS,,1151042600,Barolo Francesco Rinaldi - Un,UNID,"R$599,00",1
VINHOS,,1151042400,Bastioni Chianti Classico - Un,UNID,"R$129,00",1
VINHOS,,1151042500,Rosso Di Montalcino Capanna,UNID,"R$264,00",1
VINHOS,,1151510400,Guaspari Sauvignon Blanc - Un,UNID,"R$116,00",1
VINHOS,,1151008800,Petit Chablis Bourgogne,UNID,"R$204,33",1
VINHOS,,1151510500,Louis Latour,UNID,"R$179,99",1
VINHOS,,1151042A00,Loca Ciuca,UNID,"R$133,93",1
VINHOS,,1151042700,Alfa Crux,UNID,"R$92,07",1
VINHOS,,1151043100,Charton La Fleur,UNID,"R$118,12",1
VINHOS,,1151043000,Medoc Private Reserva,UNID,"R$162,03",1
VINHOS,,1151043300,Brunello Di Montalcino Fattoi,UNID,"R$329,70",1
VINHOS,,1151017800,Sessantanni -Primitivo Di Manduria,UNID,"R$340,31",1
VINHOS,,1151510700,Saint Felicien Semillion,UNID,"R$227,90",1
VINHOS,,1152500100,Claude Val Rose - Un,UNID,"R$70,22",1
VINHOS,,1150003000,Moet Chandon Imperial Brut 750Ml - Un,UNID,"R$306,89",1
VINHOS,VINHO TINTO,1151043900,"Villa Sardini, Colline Lucchesi Doc",UNID,"R$147,88",1
